6736	72
8453	791
7518	96
8748	964
2480	41
531	1225
2174	1290
5306	215
5679	399
6281	1004
1818	123
8947	1258
5535	1332
2036	1397
4855	260
8163	601
8933	1062
8945	78
8829	910
6087	1549
8943	932
5841	1294
1234	91
8626	995
4184	54
8520	1365
8172	470
1531	1284
8231	1430
8580	860
8633	625
1858	298
6979	1159
6914	172
1716	851
6355	203
6802	319
8948	914
7062	1405
8877	61
8136	664
4138	160
8865	144
8880	735
481	707
5699	364
163	472
5993	144
2347	425
7099	419
2018	1531
7741	600
8924	1412
8927	1238
3815	290
3063	929
8877	976
5643	1448
7552	266
8574	426
5934	686
7755	599
4855	1132
7848	376
3040	210
8736	1189
8770	320
8818	300
2051	456
5175	1041
3978	484
5571	596
6102	859
757	270
8861	806
1276	1438
8748	270
6885	613
7315	1517
2331	1210
6917	610
5809	173
6177	910
8861	1304
8670	118
7304	836
8947	854
5253	903
8915	761
4805	964
8748	379
1779	567
1837	1143
2521	1438
7309	816
8525	863
7073	357
4062	928
5576	1071
8880	727
7576	1293
8182	989
3336	603
8945	1431
8574	1267
7569	15
8948	611
8537	1288
8894	1116
8894	868
7723	189
8947	1556
3807	1113
6640	573
8880	247
4424	1369
664	0
7915	815
8947	1191
7815	910
8861	1528
4138	724
7626	1546
3211	1219
1396	72
8873	537
5007	1092
5568	242
8686	510
6164	139
8926	593
7147	1064
7848	1175
8569	1284
3445	1088
1725	841
8905	826
8880	598
7247	761
2257	321
2020	1427
1974	781
6573	1210
7666	285
8448	725
8924	1520
8916	446
7810	1001
8217	651
8916	1335
8903	909
4918	292
8916	107
3534	52
5822	965
6405	20
8631	136
1333	1405
6473	13
5919	84
1903	1271
61	553
4792	1489
3714	288
8948	391
8947	888
7551	1467
8654	786
2756	677
8924	1327
7131	303
7328	1451
8406	1073
8945	264
7290	382
8546	715
6371	875
8060	797
3607	401
8182	418
8825	795
8894	479
1387	382
5957	116
8927	477
4874	1254
1419	1443
8390	1539
8877	723
6740	938
883	1294
8945	1363
7055	1189
7448	1003
4173	1442
7793	441
5524	544
8945	89
861	333
5731	7
4748	1340
116	287
1043	876
8633	1246
6496	1142
3620	929
7547	1241
6301	653
8880	1097
7466	665
8947	59
8894	90
3115	755
1312	429
8593	708
3076	412
7986	1377
8748	639
8751	787
4172	987
8924	1459
3931	91
5010	1130
8406	18
7551	1014
8948	97
6752	1010
8779	901
1935	175
8406	493
8546	1567
2519	847
3497	902
8916	874
6463	80
8894	511
8028	450
8331	571
5768	654
7124	219
4677	1249
8864	412
4860	904
8421	1238
8902	1098
4276	558
3797	33
8926	1259
1620	353
6793	509
8865	582
8000	1519
8945	1055
7016	101
1995	787
4464	242
8702	470
4623	453
3934	132
8489	629
5362	478
6114	1287
7868	587
2822	281
8877	1132
8271	671
6012	1198
8877	265
8626	317
2896	1045
1252	277
8927	1017
3497	481
4027	478
6301	723
2171	1288
8166	221
1510	1078
5875	1001
7464	632
207	450
2671	1353
8105	1510
7879	1118
5143	1442
8933	530
2251	1237
6583	1440
3130	648
4779	786
8939	427
8896	645
4089	702
8939	1368
8344	532
8546	1375
7976	624
8475	729
8947	119
8947	723
360	1005
1004	50
3956	92
8546	462
8406	136
1022	706
8861	278
7996	290
5866	638
8283	1329
5845	1491
6695	783
8947	838
4321	1093
8705	1506
7580	1554
8880	1156
2008	837
6394	350
6986	1025
2264	1273
8453	1500
2427	163
5407	486
2888	505
360	345
8805	1470
1285	874
1698	1270
7495	1454
6274	1259
656	517
5574	1511
8926	55
595	1016
1468	733
4796	1375
8797	938
3869	1039
8861	332
7906	691
8945	1008
6432	30
8090	1086
4722	1127
7682	71
8712	1168
8880	1406
8896	933
6472	1477
8945	826
5678	1015
8797	42
4473	1515
561	520
8894	1405
8945	1561
8671	1057
5575	790
4106	427
1900	1159
5397	496
8933	1395
8924	332
4902	677
148	1197
839	1156
8947	705
7180	596
4807	661
8924	826
7061	348
16	288
714	904
7906	699
152	1477
7871	1360
4220	1530
3074	143
8534	570
2848	1084
6118	129
8927	1187
1803	1032
8903	1239
6302	1545
8652	544
8488	583
8173	877
8246	528
8812	1079
5208	700
3112	1445
8173	290
97	1536
8377	318
6293	739
7604	74
6744	1303
3740	32
5934	1083
8880	1393
8947	1292
5807	1285
8142	39
8797	1170
8894	562
6614	1552
6880	159
7342	484
7367	1042
8831	385
5137	902
1068	873
6467	556
4140	895
8894	1248
8173	185
5030	61
8069	22
8880	415
6519	791
7137	1301
6377	1427
629	1193
8831	726
2077	1155
4560	671
398	815
7761	1068
8829	85
8924	1159
5692	739
73	142
3125	1469
1815	1375
8857	964
706	644
415	644
6433	256
4506	832
2328	1219
8406	827
5015	1047
8916	333
8779	274
8927	1444
765	1494
8513	89
6344	369
5647	1199
1356	165
6068	543
3303	534
5372	1434
8948	530
8753	934
8943	1549
7353	1131
2503	79
8894	1313
8392	69
8945	146
8861	1327
8670	1251
7961	939
8556	326
8880	1341
2209	975
8576	1112
1350	1060
5625	5
8927	212
7961	1244
8579	1167
7398	687
6194	1049
5931	1303
8485	278
5191	46
2991	1502
8748	39
5535	1244
8916	90
6780	1321
1016	1431
5099	797
855	1229
2755	732
8947	836
6164	902
5815	1237
4191	1376
5074	1152
8749	844
8797	62
7433	540
8947	793
7538	732
8877	252
429	718
8748	362
6615	1261
8173	661
7478	1134
8126	975
1318	105
8775	823
8182	56
8451	196
1312	683
5874	201
7723	67
2527	1057
4703	75
11	771
5532	321
2406	328
2860	325
8779	1279
5378	48
7912	1281
6522	90
8579	492
8924	672
5992	487
5768	462
8779	861
7584	744
7934	791
7595	332
6707	1406
8948	1471
2817	304
8745	51
5297	1044
60	78
8748	229
2419	313
8748	54
8927	893
5454	1456
4062	282
5964	1044
3549	1092
6559	149
8453	835
5744	197
7222	893
4024	964
6254	460
6469	491
7883	813
8916	516
8948	1078
6091	1110
8947	1237
8945	485
4526	82
5268	800
8945	1094
798	295
8880	54
6898	1497
6440	886
8947	1460
7547	1237
7569	330
2778	697
7771	841
2605	1208
4648	1560
8894	230
6033	707
6255	1287
8927	1569
8924	1290
8498	1543
883	400
8633	362
8654	606
6227	1299
8877	596
7064	71
6726	551
6146	1490
5648	710
4034	270
7626	1255
5848	339
6362	881
7379	949
1247	1314
1275	871
8927	1487
2265	346
2506	424
5137	467
8546	1075
8894	1009
5848	1276
8618	1467
5491	1401
1941	837
4288	324
7290	1286
8217	679
8734	1423
2368	770
8246	480
6202	709
6394	965
8947	627
8753	832
1600	1399
2523	302
80	1194
8948	218
8748	1220
8412	227
8880	1410
6868	769
1398	73
171	236
5933	1479
8947	651
1771	1384
7415	755
8948	1365
8927	468
2605	1150
1276	1040
2752	52
2733	1059
6699	1245
3409	897
8939	540
8947	1203
7050	795
2822	903
879	768
1422	1319
8869	685
8877	1037
7463	80
8745	1269
1667	550
8314	1004
6456	968
8793	370
3764	1107
5969	326
4955	1246
7752	935
5050	140
7833	805
6717	1138
1511	543
7901	470
1816	607
2311	736
8948	283
8926	1363
2241	1201
8927	14
8652	828
8033	1462
1753	968
5689	702
8748	1404
8894	494
8574	1019
8894	562
3680	18
8120	726
8945	698
1501	158
4993	1174
6918	463
6021	780
8894	474
4716	408
8947	1351
8894	579
6297	1254
2119	244
6573	727
8196	964
8916	1343
6126	1294
5877	884
4545	735
6567	1569
8947	215
8861	596
1976	913
2527	704
8779	1522
8283	692
8654	468
8702	1394
8453	796
7615	1051
7565	1158
8877	1383
6541	1028
7986	996
8748	644
8485	1400
26	188
7729	649
6459	465
7067	99
8748	832
1531	539
8877	1485
7986	365
4875	370
5966	57
5905	89
132	783
8758	9
8927	238
3266	167
8753	404
24	1065
6802	136
8797	362
8574	464
6806	782
7777	0
7140	430
6246	1567
